x,y,z,timestamp,walking_direction
-15.303986,-13.280151,1.8316803,890,270
-15.631989,-13.780548,1.403122,900,270
-16.060547,-14.549088,0.9793396,910,270
-16.695007,-15.770126,0.8715973,920,270
-17.049347,-16.73259,1.1493378,930,270
-16.654312,-17.103699,1.7119751,940,270
-15.919296,-17.211441,2.34404,950,270
-15.332703,-17.386215,2.7725983,960,270
-14.688675,-17.357483,2.973709,970,270
-14.001541,-17.074966,3.0263824,980,270
-13.295242,-16.737381,3.0024414,990,270
-12.600922,-16.33995,2.9785004,1000,270
-11.86351,-15.8228,2.9976501,1010,270
-11.152435,-15.274521,3.0383606,1020,270
-10.477264,-14.683151,2.9952545,1030,270
-9.689575,-14.02475,2.7893524,1040,270
-8.980896,-13.421417,2.50206,1050,270
-8.3272705,-12.865952,2.2315063,1060,270
-7.652115,-12.303314,1.9106903,1070,270
-6.9913177,-11.778992,1.5587463,1080,270
-6.3736115,-11.283386,1.2427063,1090,270
-5.708023,-10.775818,0.996109,1100,270
-5.059189,-10.275436,0.92666626,1110,270
-4.501343,-9.794189,1.000885,1120,270
-3.9003906,-9.241135,1.1277771,1130,270
-3.6944885,-9.059174,1.1277771,1140,270
-3.273117,-8.673706,1.055954,1150,270
-2.8565216,-8.328949,0.8739929,1160,270
-2.4519043,-7.9793854,0.58670044,1170,270
-2.0448914,-7.5843506,0.25390625,1180,270
-1.5947876,-7.1797333,-0.17227173,1190,270
-1.1015778,-6.8134155,-0.51942444,1200,270
-0.58921814,-6.5093536,-0.82588196,1210,270
-0.11755371,-6.269928,-1.1251526,1220,270
0.28227234,-6.092758,-1.359787,1230,270
0.6126709,-5.9682617,-1.5345612,1240,270
0.79463196,-5.9323425,-1.5225983,1250,270
0.8329468,-5.9634705,-1.4699249,1260,270
0.78504944,-6.253174,-1.0796661,1270,270
0.6509857,-6.578781,-0.4092865,1280,270
0.600708,-6.6482086,-0.15310669,1290,270
0.32058716,-6.866089,0.5196533,1300,270
0.20565796,-6.992981,0.6896515,1310,270
0.02130127,-7.2683105,0.9530029,1320,270
-0.27796936,-7.7303925,1.0439911,1330,270
-0.6706238,-8.477386,0.8213196,1340,270
-1.3266296,-9.396759,0.57232666,1350,270
-2.2077026,-10.340073,0.328125,1360,270
-3.060028,-11.094254,0.014480591,1370,270
-4.056015,-11.824478,-0.41168213,1380,270
-5.5883026,-12.590622,-0.9767151,1390,270
-6.083908,-12.784561,-1.1395264,1400,270
-7.5323944,-13.359161,-1.5513306,1410,270
-8.339249,-13.773361,-1.4531708,1420,270
-9.055115,-14.199524,-1.0653076,1430,270
-9.397491,-14.424576,-0.8234863,1440,270
-10.149261,-14.850754,-0.28001404,1450,270
-11.442139,-15.461273,0.39276123,1460,270
-12.488403,-15.841949,0.79737854,1470,270
-13.570572,-16.189102,1.0415955,1480,270
-14.41333,-16.387833,1.3312836,1490,270
-15.263275,-16.478806,1.5946503,1500,270
-16.05336,-16.330368,1.8532257,1510,270
-16.654312,-16.064606,2.0351868,1520,270
-16.944016,-15.961655,2.1141968,1530,270
-17.664658,-15.753372,2.1333466,1540,270
-17.839447,-15.636047,2.071106,1550,270
-17.564102,-15.492401,1.996872,1560,270
-16.893723,-15.1979065,2.2386932,1570,270
-16.225754,-14.79808,2.5643005,1580,270
-15.928864,-14.381485,2.6169739,1590,270
-15.780426,-13.893066,2.6193695,1600,270
-15.485931,-13.225082,2.6361237,1610,270
-15.043015,-12.406265,2.664856,1620,270
-14.556992,-11.558716,2.6241608,1630,270
-14.317566,-11.132553,2.5786743,1640,270
-14.085327,-10.026428,2.4661407,1650,270
-14.047028,-9.238739,2.5834656,1660,270
-13.924927,-8.427109,2.9210358,1670,270
-13.814789,-7.6513824,3.320877,1680,270
-13.647186,-6.882843,3.6704254,1690,270
-13.426926,-6.222046,3.8954773,1700,270
-13.201874,-5.815033,3.9601288,1710,270
-12.859497,-5.424774,3.8787231,1720,270
-12.47403,-5.044098,3.7709808,1730,270
-12.148422,-4.6945496,3.7254944,1740,270
-11.880264,-4.349777,3.7254944,1750,270
-11.674362,-4.0696564,3.7709808,1760,270
-11.614517,-3.854187,3.7494354,1770,270
-11.499588,-3.5596924,3.6704254,1780,270
-11.303268,-3.179016,3.5555115,1790,270
-11.078217,-2.7456665,3.3136902,1800,270
-10.877106,-2.3242798,3.0575104,1810,270
-10.75499,-1.9388275,2.8372498,1820,270
-10.759781,-1.7855988,2.6816254,1830,270
-11.135681,-1.716156,2.0375824,1840,270
-11.442139,-1.8933258,1.7502747,1850,270
-11.777313,-1.9891052,1.7335205,1860,270
-12.129272,-2.1758423,1.9801178,1870,270
-12.519516,-2.5325775,2.4445953,1880,270
-12.933716,-3.0856476,2.9042816,1890,270
-13.48439,-3.9475555,3.2035522,1900,270
-14.2170105,-5.115921,3.2011566,1910,270
-15.165115,-6.459076,2.9832916,1920,270
-15.945633,-7.6202545,2.549942,1930,270
-16.771622,-8.640198,2.0926514,1940,270
-17.518616,-9.526047,1.6233826,1950,270
-18.002243,-10.09108,1.1996155,1960,270
-18.208145,-10.455002,0.7806244,1970,270
-18.215332,-10.845245,0.32572937,1980,270
-18.100403,-11.355209,0.03363037,1990,270
-17.884933,-12.032776,0.04321289,2000,270
-17.652695,-12.87793,0.2706604,2010,270
-17.470734,-13.890671,0.5627594,2020,270
-17.382141,-15.051865,0.8668213,2030,270
-17.386932,-15.681534,1.0152588,2040,270
-17.592834,-17.649567,1.3504486,2050,270
-17.652695,-18.72696,1.269043,2060,270
-17.406082,-19.392548,1.09906,2070,270
-16.865005,-19.603241,1.0679321,2080,270
-16.180252,-19.608032,1.0607452,2090,270
-15.3949585,-19.46199,1.1158142,2100,270
-14.470795,-19.117218,1.2163696,2110,270
-13.558609,-18.667114,1.348053,2120,270
-12.713455,-18.161926,1.5324097,2130,270
-11.920975,-17.608871,1.8005524,2140,270
-11.173981,-17.043839,2.0136414,2150,270
-10.391083,-16.478806,2.1141968,2160,270
-9.598602,-15.887436,2.1692657,2170,270
-8.901886,-15.243393,2.075882,2180,270
-8.276993,-14.472473,1.9489899,2190,270
-7.6233826,-13.622528,1.8292847,2200,270
-7.0272217,-12.806107,1.7502747,2210,270
-6.4693756,-12.059113,1.6712646,2220,270
-5.921097,-11.39592,1.6425323,2230,270
-5.4422607,-10.840469,1.5946503,2240,270
-5.016098,-10.373596,1.5132446,2250,270
-4.5923157,-9.925873,1.3695984,2260,270
-4.245163,-9.478165,1.2403107,2270,270
-3.897995,-8.999329,1.0679321,2280,270
-3.5484467,-8.539642,0.82850647,2290,270
-3.1294708,-8.130234,0.5555725,2300,270
-2.6649933,-7.696869,0.3209381,2310,270
-2.2340393,-7.320984,0.13418579,2320,270
-1.8533478,-7.0265045,-0.0501709,2330,270
-1.6019592,-6.918762,-0.22972107,2340,270
-1.4223938,-6.981003,-0.41168213,2350,270
-1.2069244,-7.155792,-0.55773926,2360,270
-0.8214569,-7.3305664,-0.58647156,2370,270
-0.34022522,-7.4622498,-0.5026703,2380,270
0.16496277,-7.6011047,-0.40211487,2390,270
0.40437317,-7.668152,-0.32310486,2400,270
1.1130676,-7.7615204,0.0934906,2410,270
1.3931885,-7.8644714,0.58670044,2420,270
1.3668518,-8.034454,1.1062317,2430,270
1.0436249,-8.336121,1.5204315,2440,270
0.70365906,-8.779053,1.8364716,2450,270
0.36846924,-9.214798,1.9992676,2460,270
-0.40246582,-10.036011,1.9561768,2470,270
-0.7328644,-10.325714,1.8532257,2480,270
-1.5899963,-10.967361,1.5084686,2490,270
-2.6506195,-11.623367,1.0128632,2500,270
-3.7423859,-12.097412,0.5771179,2510,270
-4.554016,-12.296143,0.3113556,2520,270
-5.1884766,-12.442184,0.15812683,2530,270
-5.901947,-12.71991,0.18685913,2540,270
-6.7614746,-13.141296,0.25390625,2550,270
-7.644928,-13.620132,0.2419281,2560,270
-8.533173,-14.149246,0.3400879,2570,270
-9.299316,-14.6879425,0.40473938,2580,270
-9.849991,-15.145233,0.37361145,2590,270
-10.458115,-15.616898,0.31614685,2600,270
-11.118912,-16.193893,0.20123291,2610,270
-11.549866,-16.7733,0.14137268,2620,270
-12.052658,-17.316772,0.20600891,2630,270
-12.866684,-17.855469,0.3113556,2640,270
-14.255325,-18.250519,0.47895813,2650,270
-15.816345,-18.365433,0.6441498,2660,270
-16.970337,-18.073349,0.79977417,2670,270
-17.700577,-17.52507,0.9817352,2680,270
-18.030975,-16.873856,1.1301727,2690,270
-18.023788,-16.088547,1.2043915,2700,270
-17.781982,-15.281708,1.1804504,2710,270
-17.422852,-14.467682,1.0966644,2720,270
-17.087662,-13.65126,0.92666626,2730,270
-17.008652,-13.007217,0.6944275,2740,270
-16.860214,-12.334442,0.3616333,2750,270
-16.680649,-11.690399,0.028839111,2760,270
-16.283203,-10.687241,-0.24169922,2770,270
-16.098862,-10.335281,-0.27522278,2780,270
-15.703812,-9.631393,-0.28001404,2790,270
-15.201035,-8.90834,-0.24169922,2800,270
-14.6719055,-8.211624,-0.11720276,2810,270
-14.255325,-7.5963135,0.21798706,2820,270
-13.889008,-7.0217133,0.70880127,2830,270
-13.539459,-6.427948,1.269043,2840,270
-13.268906,-5.8341827,1.7909851,2850,270
-12.995972,-5.056076,2.3895264,2860,270
-12.866684,-4.7855225,2.5283966,2870,270
-12.524307,-3.9714966,2.8923035,2880,270
-12.466858,-3.5477295,3.0335693,2890,270
-12.462067,-3.3537903,3.1532745,2900,270
-12.390244,-2.8845367,3.6033936,2910,270
-12.3710785,-2.7456665,3.696762,2920,270
-12.521912,-2.30513,3.759018,2930,270
-12.871475,-2.1207733,3.6392975,2940,270
-13.029495,-2.0657196,3.5650787,2950,270
-13.716629,-2.0657196,3.1317291,2960,270
-14.0829315,-2.1064148,2.6935883,2970,270
-14.377426,-2.3075256,2.1908112,2980,270
-14.679092,-2.839035,1.7502747,2990,270
-14.834717,-3.2053528,1.6018372,3000,270
-15.186661,-3.9762878,1.589859,3010,270
-15.550583,-4.807068,1.8460388,3020,270
-16.144348,-6.1382446,2.1285553,3030,270
-16.536987,-6.957062,2.2985535,3040,270
-16.936829,-7.708847,2.2746124,3050,270
-17.252853,-8.410355,2.0375824,3060,270
-17.41806,-9.047211,1.6066284,3070,270
-17.3199,-9.63858,1.075119,3080,270
-17.173859,-9.8923645,0.80696106,3090,270
-16.678253,-10.917084,0.17729187,3100,270
-16.472351,-11.898697,0.028839111,3110,270
-16.278427,-12.983276,-0.00466919,3120,270
-16.278427,-12.983276,-0.00466919,3130,270
-15.866623,-14.869904,0.5747223,3140,270
-15.924072,-15.873077,0.7135925,3150,270
-16.187439,-16.919342,0.6848602,3160,270
-16.355042,-17.90097,0.53163147,3170,270
-16.237717,-18.54979,0.42149353,3180,270
-15.912109,-18.832306,0.44303894,3190,270
-15.325531,-18.789215,0.6680908,3200,270
-14.597687,-18.566559,1.0607452,3210,270
-13.845917,-18.149963,1.4629669,3220,270
-13.182724,-17.661545,1.779007,3230,270
-12.63205,-17.24495,1.996872,3240,270
-12.148422,-16.900192,2.1165924,3250,270
-11.592972,-16.59613,2.154892,3260,270
-10.95372,-16.22023,2.1716614,3270,270
-10.326431,-15.818008,2.154892,3280,270
-9.739853,-15.425354,2.099823,3290,270
-9.055115,-14.9944,2.0902557,3300,270
-8.200378,-14.436554,2.0902557,3310,270
-7.3312836,-13.8020935,2.0543365,3320,270
-6.5842896,-13.210724,1.9777222,3330,270
-5.9282837,-12.581055,1.8843536,3340,270
-5.3895874,-11.946579,1.779007,3350,270
-4.9873657,-11.357605,1.6329651,3360,270
-4.731186,-10.833282,1.4007263,3370,270
-4.443878,-10.342468,1.0942688,3380,270
-4.0727844,-9.8971405,0.7327423,3390,270
-3.6154938,-9.51886,0.3903656,3400,270
-3.0648193,-9.162125,0.15335083,3410,270
-2.5045776,-8.951431,0.002502441,3420,270
-1.9251862,-8.831726,-0.10522461,3430,270
-1.3649445,-8.7191925,-0.11720276,3440,270
-0.948349,-8.676102,-0.009460449,3450,270
-0.7137146,-8.76709,0.09588623,3460,270
-0.5461273,-8.941864,0.07194519,3470,270
-0.24684143,-9.0903015,0.02166748,3480,270
0.18890381,-9.157333,0.036026,3490,270
0.660553,-9.26268,0.20123291,3500,270
1.110672,-9.454224,0.7016144,3510,270
1.5679626,-9.581116,1.4940948,3520,270
1.6972504,-9.858841,2.2243347,3530,270
1.3764191,-10.349655,2.7510529,3540,270
0.6318207,-10.931442,2.9090729,3550,270
-0.40725708,-11.711945,2.4493866,3560,270
-1.3098755,-12.446976,1.5755005,3570,270
-1.3098755,-12.446976,1.5755005,3580,270
-2.5357056,-13.3471985,-0.22494507,3590,270
-2.9115906,-13.361557,-0.63435364,3600,270
-3.2371979,-13.191574,-0.41168213,3610,270
-3.6178741,-13.107773,0.1222229,3620,270
-4.340927,-13.373535,0.6728821,3630,270
-5.360855,-13.814056,1.0607452,3640,270
-6.395157,-14.134888,1.2043915,3650,270
-7.5323944,-14.34079,1.1732788,3660,270
-8.614578,-14.417404,1.0080719,3670,270
-9.541138,-14.515564,0.92427063,3680,270
-10.2282715,-14.695129,0.8452606,3690,270
-10.707108,-14.982437,0.72795105,3700,270
-11.080612,-15.29129,0.7303467,3710,270
-11.475647,-15.521133,0.8213196,3720,270
-12.031113,-15.705475,0.8117523,3730,270
-12.907379,-15.889832,0.6465454,3740,270
-13.884216,-15.918564,0.40953064,3750,270
-14.691071,-15.679138,0.028839111,3760,270
-15.157928,-15.384659,-0.3973236,3770,270
-15.311157,-15.202698,-0.84025574,3780,270
-15.174698,-15.01355,-1.3310547,3790,270
-14.801193,-14.745407,-1.6470947,3800,270
-14.439667,-14.508377,-1.6470947,3810,270
-14.288834,-14.271347,-1.4268341,3820,270
-14.583328,-14.055878,-0.8929291,3830,270
-15.196243,-13.675201,-0.26324463,3840,270
-15.998291,-13.138901,0.2826233,3850,270
-16.575302,-12.394302,0.56993103,3860,270
-16.994293,-11.55394,0.58670044,3870,270
-17.034988,-10.617798,0.43585205,3880,270
-16.733322,-9.693634,0.1509552,3890,270
-16.378983,-8.8532715,-0.03100586,3900,270
-15.9552,-8.130234,-0.09565735,3910,270
-15.390167,-7.459854,0.05996704,3920,270
-14.715012,-6.8062286,0.44543457,3930,270
-14.166733,-6.2435913,0.8883667,3940,270
-13.963226,-5.7886963,1.3887482,3950,270
-13.75972,-5.242813,1.9298401,3960,270
-13.675919,-4.692154,2.4613495,3970,270
-13.565796,-4.1654205,2.8372498,3980,270
-13.302429,-3.593216,3.1173706,3990,270
-13.072586,-3.0904388,3.2394714,4000,270
-13.017517,-2.7743988,3.3041077,4010,270
-13.084549,-2.5589142,3.363968,4020,270
-13.151596,-2.3817444,3.3927002,4030,270
-13.283279,-2.2763977,3.3687592,4040,270
-13.455658,-2.2213287,3.3160858,4050,270
-13.721405,-2.2548523,3.217926,4060,270
-14.23616,-2.46315,3.0239868,4070,270
-14.820358,-2.783966,2.7821808,4080,270
-15.466782,-3.2508392,2.4924774,4090,270
-16.156311,-3.8733368,2.0830688,4100,270
-16.908096,-4.503006,1.7047882,4110,270
-17.269623,-4.8286285,1.5371857,4120,270
-18.256027,-5.910797,1.0583496,4130,270
-18.69896,-6.626663,0.77104187,4140,270
-18.888107,-7.253952,0.54599,4150,270
-18.849792,-7.9123535,0.46218872,4160,270
-18.607971,-8.769485,0.4837494,4170,270
-18.191391,-9.942642,0.5388031,4180,270
-17.79634,-11.374374,0.6944275,4190,270
-17.588043,-12.992844,0.9817352,4200,270
-17.451584,-14.711884,1.1684875,4210,270
-17.125961,-16.304031,1.3863525,4220,270
-16.618393,-17.515503,1.7311249,4230,270
-16.242508,-18.406143,2.063919,4240,270
-15.981537,-19.32312,2.3224945,4250,270
-15.924072,-19.734924,2.3703766,4260,270
-15.885773,-19.857025,2.3488312,4270,270
-15.648743,-19.93843,2.2051697,4280,270
-15.198639,-19.72055,2.0495453,4290,270
-14.686279,-19.385376,1.9130859,4300,270
-14.152374,-18.995117,1.9035034,4310,270
-13.130051,-18.281647,2.1524963,4320,270
-12.785278,-18.075745,2.2506714,4330,270
-12.215454,-17.714218,2.4374084,4340,270
-11.655212,-17.369446,2.573883,4350,270
-10.987228,-17.022293,2.712738,4360,270
-9.873932,-16.325577,3.0934296,4370,270
-9.526764,-16.055038,3.1556702,4380,270
-8.645706,-15.308044,3.1293335,4390,270
-8.104614,-14.8220215,2.901886,4400,270
-7.8053436,-14.546692,2.755844,4410,270
-6.921875,-13.718292,2.2123566,4420,270
-6.2802277,-13.160446,1.668869,4430,270
-5.5547943,-12.578659,1.0607452,4440,270
-4.8628693,-12.01123,0.48135376,4450,270
-4.2978363,-11.503662,-0.15072632,4460,270
-3.7806854,-10.988907,-0.60562134,4470,270
-3.1749573,-10.56752,-0.87376404,4480,270
-2.4064178,-10.179657,-0.98150635,4490,270
-1.5995636,-9.937851,-0.94558716,4500,270
-0.8118744,-9.904327,-0.93362427,4510,270
-0.45513916,-9.942642,-0.9360199,4520,270
0.6342163,-10.059952,-0.85461426,4530,270
1.4147339,-10.007278,-0.5337982,4540,270
2.2359467,-9.887573,-0.04058838,4550,270
2.7722473,-9.820526,0.5555725,4560,270
2.9350433,-9.887573,1.1996155,4570,270
2.9422302,-9.983337,1.7143707,4580,270
2.889557,-10.09108,2.039978,4590,270
2.7698517,-10.263458,2.095047,4600,270
2.4370575,-10.629776,1.8149261,4610,270
1.8289337,-11.194809,1.3384705,4620,270
1.0388489,-11.893906,0.8093567,4630,270
0.2798767,-12.614563,0.33052063,4640,270
-0.29711914,-13.129318,-0.014251709,4650,270
-0.7999115,-13.419022,-0.12438965,4660,270
-1.3625488,-13.536331,0.03842163,4670,270
-2.0496826,-13.5914,0.4262848,4680,270
-3.0073547,-13.766174,0.8668213,4690,270
-4.458252,-14.175583,1.2043915,4700,270
-6.1988373,-14.723862,1.4318542,4710,270
-6.9865265,-14.948914,1.4964905,4720,270
-8.76062,-15.454086,1.482132,4730,270
-9.636902,-15.844345,1.3336792,4740,270
-10.197144,-16.25615,1.2091827,4750,270
-10.640076,-16.663162,1.1134186,4760,270
-11.169189,-17.074966,0.97454834,4770,270
-11.772537,-17.46762,0.9003296,4780,270
-12.639236,-17.714218,0.93385315,4790,270
-13.714233,-17.874634,0.9314575,4800,270
-14.753311,-17.867447,0.89315796,4810,270
-15.493118,-17.62085,0.7902069,4820,270
-16.129974,-17.331146,0.6058502,4830,270
-16.64473,-16.998352,0.28501892,4840,270
-16.841064,-16.543457,-0.023834229,4850,270
-16.841064,-16.126862,-0.33746338,4860,270
-16.695007,-15.66478,-0.5816803,4870,270
-16.457993,-15.106934,-0.6535034,4880,270
-16.364609,-14.505981,-0.6726532,4890,270
-16.446014,-14.230652,-0.67025757,4900,270
-16.841064,-13.67041,-0.6295624,4910,270
-17.47792,-12.4661255,-0.5720978,4920,270
-17.700577,-11.5802765,-0.87615967,4930,270
-17.640717,-10.653717,-1.3334503,4940,270
-17.327087,-9.787018,-1.8529968,4950,270
-16.824295,-9.047211,-2.185791,4960,270
-16.144348,-8.345703,-1.9966431,4970,270
-15.435654,-7.6992645,-1.3310547,4980,270
-14.8849945,-7.1102905,-0.42845154,4990,270
-14.425308,-6.4423065,0.5268402,5000,270
-14.221802,-6.083191,0.9817352,5010,270
-13.848312,-4.99382,2.2506714,5020,270
-13.714233,-4.620331,2.585846,5030,270
-13.271301,-3.6817932,3.5052338,5040,270
-13.086945,-3.348999,4.055893,5050,270
-13.098923,-3.1909943,4.594589,5060,270
-12.93132,-2.9324188,5.0494843,5070,270
-12.658386,-2.6379242,5.2434235,5080,270
-12.646408,-2.4463959,5.0063934,5090,270
-12.962448,-2.3195038,4.3120728,5100,270
-13.240173,-2.2165527,3.2562256,5110,270
-13.388611,-2.142334,2.2243347,5120,270
-13.589737,-2.1973877,1.3528442,5130,270
-13.965622,-2.4966736,0.8237152,5140,270
-14.195465,-2.7169342,0.67767334,5150,270
-15.224976,-3.7344666,0.8213196,5160,270
-15.684662,-4.1797943,1.0224457,5170,270
-17.243286,-5.5444946,1.5731049,5180,270
-17.793945,-5.9754486,1.5922546,5190,270
-19.43158,-7.3401337,0.93385315,5200,270
-19.917603,-8.034454,0.11982727,5210,270
-19.903244,-8.307404,-0.30873108,5220,270
-19.558472,-8.889191,-1.007843,5230,270
-18.813873,-10.452606,-1.3693695,5240,270
-18.181808,-11.905884,-0.78518677,5250,270
-17.396515,-13.344803,0.07673645,5260,270
-16.721344,-14.843567,1.0128632,5270,270
-16.127579,-16.110107,1.8963165,5280,270
-15.646347,-17.12764,2.585846,5290,270
-15.445236,-17.970398,2.9402008,5300,270
-15.4739685,-18.698227,2.9114685,5310,270
-15.622406,-19.296783,2.585846,5320,270
-15.627197,-19.490707,2.3655853,5330,270
-15.440445,-19.89534,1.5228271,5340,270
-15.246521,-20.117996,1.0703278,5350,270
-14.758102,-20.065323,0.68006897,5360,270
-14.0589905,-19.734924,0.5268402,5370,270
-13.649582,-19.505081,0.5627594,5380,270
-12.806824,-18.956802,0.8715973,5390,270
-12.076599,-18.322342,1.4342346,5400,270
-11.159622,-17.489166,2.2195435,5410,270
-10.857941,-17.261719,2.4350128,5420,270
-10.185181,-16.85231,2.7462616,5430,270
-9.122147,-16.20108,2.8252716,5440,270
-8.413467,-15.655197,2.5547333,5450,270
-7.7622375,-15.087784,2.209961,5460,270
-7.0583496,-14.398239,1.8604126,5470,270
-6.4167023,-13.682373,1.4725494,5480,270
-5.763092,-12.983276,1.1277771,5490,270
-5.1238403,-12.303314,0.8189392,5500,270
-4.6138763,-11.711945,0.49331665,5510,270
-4.1398163,-11.197205,0.24671936,5520,270
-3.6226654,-10.675262,0.11024475,5530,270
-3.067215,-10.280212,0.08390808,5540,270
-2.4495087,-10.002487,0.11503601,5550,270
-1.7073059,-9.803772,0.15812683,5560,270
-1.008194,-9.61702,0.10784912,5570,270
-0.39050293,-9.482956,-0.04298401,5580,270
0.11468506,-9.427887,-0.339859,5590,270
0.43070984,-9.32254,-0.5649109,5600,270
0.5863342,-9.154938,-0.6032257,5610,270
0.6629486,-8.972992,-0.56251526,5620,270
0.78504944,-8.870041,-0.4045105,5630,270
0.9813843,-8.872421,-0.22254944,5640,270
1.249527,-9.08551,0.007293701,5650,270
1.5871124,-9.504501,0.31375122,5660,270
1.9342804,-10.043198,0.7327423,5670,270
1.9534302,-10.708786,1.1014404,5680,270
1.4817657,-11.6640625,1.2451019,5690,270
0.94306946,-12.54274,1.103836,5700,270
0.600708,-13.122131,0.8907623,5710,270
0.39720154,-13.419022,0.74949646,5720,270
0.16256714,-13.483658,0.82850647,5730,270
-0.4790802,-13.486053,1.2498932,5740,270
-1.72406,-13.675201,1.8556213,5750,270
-3.1845245,-14.053482,2.221939,5760,270
-5.664917,-14.869904,2.384735,5770,270
-7.285797,-15.322403,2.118988,5780,270
-8.578674,-15.530701,1.6856384,5790,270
-9.33284,-15.612106,1.2905884,5800,270
-9.562683,-15.710266,1.075119,5810,270
-9.907455,-16.136444,0.6465454,5820,270
-10.146866,-16.567398,0.37600708,5830,270
-10.491638,-16.883423,0.328125,5840,270
-11.03273,-17.137207,0.3975525,5850,270
-11.695923,-17.288055,0.52923584,5860,270
-12.830765,-17.355087,0.68006897,5870,270
-13.551422,-17.295227,0.62020874,5880,270
-13.853088,-17.232986,0.52923584,5890,270
-14.604874,-17.132431,-0.05255127,5900,270
-14.9640045,-17.043839,-0.41407776,5910,270
-15.033432,-16.895401,-0.48112488,5920,270
-14.691071,-16.332764,-0.57688904,5930,270
-14.561783,-16.198685,-0.62716675,5940,270
-14.578537,-16.150803,-0.6941986,5950,270
-14.899353,-15.72464,-0.99108887,5960,270
-15.581711,-15.286499,-1.1395264,5970,270
-15.993515,-15.042282,-1.2089539,5980,270
-17.27919,-14.02475,-1.2927551,5990,270
